0.00030789 	1.02076e-05 	5.3178e-08
0.000975579 	8.12869e-05 	6.2733e-07
0.00175584 	0.000139741 	1.49561e-06
0.00266765 	0.000189727 	2.61063e-06
0.00373319 	0.000236677 	3.72966e-06
0.00497838 	0.000282552 	4.67975e-06
0.00643351 	0.000329175 	5.49373e-06
0.00813397 	0.000376812 	6.21418e-06
0.0101211 	0.000424699 	6.84736e-06
0.0124433 	0.000471952 	7.3912e-06
0.015157 	0.000517952 	7.85261e-06
0.0183282 	0.000562139 	8.24134e-06
0.0220341 	0.000604072 	8.56637e-06
0.0263648 	0.000643504 	8.83643e-06
0.0314257 	0.000680374 	9.0602e-06
0.0373398 	0.000714745 	9.24591e-06
0.044251 	0.000746719 	9.40083e-06
