0.00030789 	3.16273e-05 	1.71203e-07
0.000975579 	0.000103013 	8.46672e-07
0.00175584 	0.000153587 	1.48677e-06
0.00266765 	0.000221622 	2.79651e-06
0.00373319 	0.00026902 	3.83384e-06
0.00497838 	0.000314601 	4.74044e-06
0.00643351 	0.000378822 	6.10917e-06
0.00813397 	0.000424215 	6.97591e-06
0.0101211 	0.000473988 	8.08426e-06
0.0124433 	0.000518658 	8.9794e-06
0.015157 	0.000575342 	1.04211e-05
0.0183282 	0.000614684 	1.14572e-05
0.0220341 	0.00065688 	1.27026e-05
0.0263648 	0.000690989 	1.35818e-05
0.0314257 	0.000721678 	1.45854e-05
0.0373398 	0.000766119 	1.69829e-05
0.044251 	0.000797674 	1.84992e-05
