0.00030789 	0.0184576 	-4.0476e-09 	3.80199e-10
0.000975579 	0.0491474 	-7.47237e-09 	1.632e-09
0.00175584 	0.0716506 	-7.63467e-09 	3.43164e-09
0.00266765 	0.0885251 	-6.10812e-09 	5.65366e-09
0.00373319 	0.102215 	-3.46917e-09 	8.20548e-09
0.00497838 	0.11435 	1.49331e-10 	1.09997e-08
0.00643351 	0.1257 	4.29422e-09 	1.38952e-08
0.00813397 	0.136497 	7.7899e-09 	1.64001e-08
0.0101211 	0.146731 	9.12652e-09 	1.69345e-08
0.0124433 	0.15637 	8.80597e-09 	1.57529e-08
0.015157 	0.165432 	8.80364e-09 	1.51732e-08
0.0183282 	0.173931 	8.96223e-09 	1.37987e-08
0.0220341 	0.181885 	9.22236e-09 	1.19007e-08
0.0263648 	0.189312 	9.36208e-09 	9.77286e-09
0.0314257 	0.19623 	9.19004e-09 	7.49092e-09
0.0373398 	0.202644 	8.39331e-09 	4.86195e-09
0.044251 	0.208554 	7.08138e-09 	2.26362e-09
