0.00030789 	1.02169e-05 	5.32143e-08
0.000975579 	8.13432e-05 	6.27586e-07
0.00175584 	0.000139828 	1.49618e-06
0.00266765 	0.000189835 	2.61151e-06
0.00373319 	0.000236807 	3.7307e-06
0.00497838 	0.000282701 	4.68087e-06
0.00643351 	0.000329345 	5.49495e-06
0.00813397 	0.000377005 	6.21553e-06
0.0101211 	0.000424915 	6.84884e-06
0.0124433 	0.000472191 	7.39281e-06
0.015157 	0.000518212 	7.85432e-06
0.0183282 	0.00056242 	8.24315e-06
0.0220341 	0.000604371 	8.56825e-06
0.0263648 	0.000643817 	8.83836e-06
0.0314257 	0.000680699 	9.06216e-06
0.0373398 	0.000715078 	9.24786e-06
0.044251 	0.000747058 	9.40278e-06
