0.00030789 	0.0184178 	-1.95472e-09 	2.76419e-10
0.000975579 	0.0490517 	-3.56254e-09 	1.18122e-09
0.00175584 	0.0715239 	-3.29871e-09 	2.50414e-09
0.00266765 	0.0883812 	-1.91794e-09 	4.11758e-09
0.00373319 	0.102057 	2.60745e-10 	5.9599e-09
0.00497838 	0.114182 	3.1307e-09 	7.94179e-09
0.00643351 	0.125522 	6.34247e-09 	9.89922e-09
0.00813397 	0.136309 	8.9693e-09 	1.15411e-08
0.0101211 	0.146535 	9.37311e-09 	1.12696e-08
0.0124433 	0.156169 	9.03705e-09 	1.04776e-08
0.015157 	0.165225 	9.16996e-09 	9.86138e-09
0.0183282 	0.17372 	9.48628e-09 	8.73986e-09
0.0220341 	0.181672 	9.74632e-09 	7.19292e-09
0.0263648 	0.189099 	1.01561e-08 	5.58239e-09
0.0314257 	0.196017 	9.96903e-09 	3.46596e-09
0.0373398 	0.202434 	9.043e-09 	1.08704e-09
0.044251 	0.208347 	7.53436e-09 	-1.24037e-09
