0.00030789 	0.0182275 	1.26161e-09 	2.25003e-10
0.000975579 	0.0485951 	2.35455e-10 	7.01185e-10
0.00175584 	0.0709287 	-6.30716e-10 	1.92e-09
0.00266765 	0.0877193 	4.45139e-11 	3.37591e-09
0.00373319 	0.101358 	2.27569e-09 	4.98047e-09
0.00497838 	0.113453 	5.37187e-09 	6.63494e-09
0.00643351 	0.124768 	8.16118e-09 	8.17053e-09
0.00813397 	0.135533 	8.9319e-09 	9.01955e-09
0.0101211 	0.14574 	1.02001e-08 	9.33174e-09
0.0124433 	0.155358 	1.16931e-08 	8.93172e-09
0.015157 	0.164403 	1.32125e-08 	8.00662e-09
0.0183282 	0.172897 	1.46783e-08 	6.49975e-09
0.0220341 	0.180856 	1.56767e-08 	4.21215e-09
0.0263648 	0.188298 	1.57916e-08 	1.25391e-09
0.0314257 	0.195242 	1.48846e-08 	-2.66804e-09
0.0373398 	0.201691 	1.26034e-08 	-6.88816e-09
0.044251 	0.20764 	8.68073e-09 	-1.26265e-08
